user_id,amount,location,is_fraud
249,421.02583681133234,US,0
21,125.30279023791317,US,0
315,184.6244066069979,US,0
349,361.5002822291227,US,0
998,393.08470699362147,UK,0
667,77.41678425977398,UK,0
674,414.67477897234085,US,0
655,375.2575106952697,UK,0
876,406.344389444851,IN,0
296,469.16402687287126,IN,0
294,240.0599110919397,IN,0
39,359.6151415371305,IN,1
244,179.7421523856155,US,0
317,94.2078528392429,IN,0
139,408.1669586559712,IN,0
617,53.87944629334321,IN,0
610,126.97294592563041,UK,0
364,414.3172759269034,IN,0
184,367.0131888709699,IN,0
932,295.78022437512743,US,0
918,40.930105999623464,IN,0
8,371.98651426388193,US,0
857,475.7844809972555,US,0
168,313.3076761981691,UK,0
573,302.67694783335605,US,0
541,400.9545557267211,US,0
626,443.3370008902207,US,0
4,427.3007617417699,US,1
629,433.02643664878104,UK,0
895,248.7399971360842,UK,0
490,200.95198528793196,US,0
404,271.8019227856091,US,0
737,307.92062345596645,IN,0
599,121.65710177798498,IN,0
963,365.3337632393277,IN,0
183,129.0603103868017,UK,0
284,86.42264742047006,IN,0
373,61.80496401044572,US,0
860,341.09184525996426,IN,0
15,94.9980696999898,IN,0
888,128.1142668297955,US,0
898,239.55352647715534,US,0
163,331.201445378638,US,0
305,382.65058291287016,US,0
126,438.3389918843641,US,0
502,348.4948762271802,UK,0
203,299.64584289184694,IN,0
544,296.4327587538469,US,0
838,259.84734498267767,IN,0
388,199.82527993600428,IN,0
548,49.27568629663796,US,0
827,57.60743941660775,IN,0
28,409.9082037186255,US,0
998,390.841734236702,UK,0
765,271.37588817101886,US,0
721,502.00990541295124,IN,0
765,281.75092210565236,US,0
86,419.1419205526278,US,0
52,241.52806607487372,UK,0
690,28.496266115482165,US,0
285,492.2360132958137,US,0
278,165.96490262140307,US,0
556,233.14168556925824,UK,0
215,555.4857326290097,US,0
450,362.1352436579362,UK,0
628,271.0126832718136,BR,1
783,264.2290687374343,US,0
651,303.36904286478085,UK,0
228,417.79562112104463,US,0
232,179.6480242318714,US,0
803,24.64071412416323,US,0
62,36.12199234239137,US,0
348,228.1795365550354,US,0
69,451.72661043111384,US,0
287,173.5754357317012,IN,0
638,379.3141048869536,US,0
618,429.76562252150944,UK,0
18,363.7712193153467,IN,0
564,164.19545150105125,UK,0
725,418.7565655247778,UK,0
751,114.48647563974538,UK,0
696,1531.771997210025,US,1
674,449.6187993794011,US,0
550,271.5695307632521,UK,0
311,547.0128145771567,US,0
933,275.69896086422074,UK,0
596,464.2363262390205,UK,0
949,174.73006139096665,UK,0
697,277.2019471303608,US,0
745,347.6496478027196,UK,0
622,417.02267369829076,UK,0
808,43.98048000238407,IN,0
701,108.34008732381282,IN,0
211,45.652498299275095,UK,0
557,415.50418102332105,US,0
333,429.3155756850313,US,0
673,406.719088026775,US,0
178,127.95859604018113,IN,0
513,39.8005391440754,UK,0
118,218.07365969842013,US,0
319,186.20325676278662,IN,0
810,250.2071593411609,UK,0
843,100.43796125155568,IN,0
455,393.4425759711618,IN,0
347,25.371575998431055,US,0
27,461.37118095242283,US,0
494,328.17707899441353,UK,0
81,409.2197711345827,UK,0
5,257.29334292286364,BR,1
643,517.4849529355286,US,0
493,138.75686794475467,UK,0
745,235.3703773363169,UK,0
772,237.2697890860266,UK,0
322,353.23172079222337,US,0
133,320.08444210674514,US,0
109,319.2646063233941,US,0
76,448.4768163378285,UK,0
374,288.9080907032381,UK,0
974,336.0153275600735,US,0
750,180.24339338265574,US,0
731,213.49367619192205,US,0
319,164.95086641160037,IN,0
393,409.16682834916355,UK,0
923,283.786578921146,US,0
469,246.8378249952625,UK,0
624,171.21037954872196,IN,0
563,450.83913612301325,IN,0
787,478.1921705938312,UK,0
699,124.67728410183555,IN,0
353,175.91978218972915,UK,0
872,459.53161045850845,US,0
811,183.22118174883008,UK,0
643,452.90626896819373,US,0
732,167.98325271369697,US,0
718,204.49133417238036,IN,0
244,307.75199510956816,US,0
209,122.78861349541395,UK,0
494,293.33616019664316,UK,0
634,330.56748590494163,IN,0
339,295.57808905014844,IN,0
265,143.328093608604,UK,0
965,145.12903533147667,UK,0
16,490.9644207001259,US,0
968,188.69172921214175,UK,0
437,66.72375476013424,US,0
802,194.49943119144274,US,0
816,144.88672395009405,IN,0
144,341.4128759375302,UK,0
886,205.01387566879146,IN,0
478,15.514487474446781,IN,0
455,399.9582468733025,IN,0
437,112.69474375221056,US,0
576,251.84937415833676,UK,0
249,311.33588599524387,US,0
687,375.63273706622874,UK,0
10,134.9350900179798,US,0
764,206.01401253014146,UK,0
810,125.98638966331498,BR,1
865,480.8316779387043,UK,0
456,487.4190439658749,IN,0
41,159.83613711811552,UK,0
582,213.3747511426238,US,0
81,408.7345056890106,UK,0
787,515.282737544227,UK,0
145,181.19310164341368,UK,0
723,467.231876049688,IN,0
212,156.55182551012334,US,0
349,305.67774641130154,US,0
875,318.8828511642545,RU,1
256,408.93934842941826,US,0
427,36.603478140619416,IN,0
832,113.75960529338232,US,0
691,4370.75577173603,UK,1
583,436.97870121072174,US,0
264,293.39206234312906,US,0
296,525.7844227891803,IN,0
607,78.5013025452727,UK,0
60,499.7975003763348,IN,0
27,467.86253731963757,US,0
114,111.3755126709228,IN,0
379,529.2949859058059,IN,0
682,391.5919388874102,IN,0
106,403.83376335824255,US,0
779,168.4302121515521,IN,0
663,262.9798628071993,US,0
201,1771.0499451779438,UK,1
355,147.69327645675756,IN,0
405,257.21436129759917,IN,0
662,66.46974883613645,IN,0
446,293.81618695726473,IN,0
445,906.9289778570111,UK,1
938,254.3397464082383,US,0
217,77.24735486552338,UK,0
946,357.5124853792868,US,0
939,464.1787627008859,US,0
288,155.72202928206033,UK,0
820,468.2453256189345,RU,1
864,135.41733033587445,UK,0
234,185.85225700432304,UK,0
806,94.38768647523605,US,0
234,168.36457619204333,UK,0
643,530.6530320850466,US,0
248,385.3754374761143,US,0
534,305.39332745971427,US,0
448,64.6146868048811,UK,0
329,444.44762628072965,UK,0
587,139.09288107948373,US,0
311,453.99904069351265,US,0
600,328.7950158750311,US,0
618,400.2633646043295,UK,0
895,362.3400686337177,UK,0
753,443.22618883827704,UK,0
190,188.38799009867293,UK,0
156,479.10119953594966,IN,0
975,409.8180774433882,US,0
479,281.1129602526991,UK,0
805,228.14156178507153,IN,0
592,197.46244665497397,IN,0
183,237.02323027742347,UK,0
77,346.1476053263812,US,0
734,185.57320173459803,IN,0
280,363.30522965021555,IN,0
497,236.7294451652283,IN,0
44,226.71176840173263,US,0
380,384.2330025197539,US,0
595,464.9805527219714,US,0
185,336.0823460785595,UK,0
45,406.71782146505603,UK,0
932,235.61427327040838,US,0
715,280.0496221617965,IN,0
75,62.84829994435766,IN,0
27,550.3259637609897,US,0
839,124.197129248257,IN,0
906,448.98725943329686,UK,0
13,449.15820152100724,IN,0
324,458.9083838692216,UK,0
87,72.42991760433185,IN,0
484,421.1379591743468,US,0
282,431.55328662927434,IN,0
528,536.8215838401884,UK,0
820,518.1915790157371,UK,0
593,398.41747089946284,US,0
918,158.34086729961592,IN,0
144,356.2259367418844,UK,0
751,144.93906796365974,UK,0
317,134.45787788020482,IN,0
760,109.55182270978605,UK,0
345,176.82775533182334,IN,0
23,472.0860167068292,US,0
354,402.919730289846,IN,0
929,142.54234757575725,US,0
106,406.25014947365673,US,0
899,108.66004138479798,IN,0
24,149.6365841202207,IN,0
985,327.4506899230635,IN,0
445,520.0807828315499,UK,0
283,482.1419797985158,UK,0
869,355.4357703575175,US,0
624,168.06304500310617,IN,0
839,73.67083939596145,IN,0
818,339.7595048192504,IN,1
725,288.12356878086007,UK,0
82,497.53769411899026,IN,0
957,39.19090201937367,IN,0
294,244.31007724736594,IN,0
695,471.6173890156359,UK,0
430,273.5469614746909,US,0
237,354.8138726059083,UK,0
606,179.69254991450902,UK,0
274,173.8275298118986,US,0
282,413.89942736365555,IN,0
137,385.07079075989515,IN,0
697,271.92826242326316,US,0
453,613.9688583787555,IN,1
344,235.4444225596436,IN,0
526,321.99819580255416,UK,0
613,332.24865040590817,US,0
392,131.4986157788161,IN,0
22,255.82436111994275,UK,0
987,179.53390400049432,UK,0
391,2819.0958173621925,UK,1
481,115.94807405456686,IN,0
6,215.23289210631705,US,0
694,237.30855349849298,IN,0
519,305.3074519284301,US,0
997,104.7794059305213,UK,0
826,345.84323281731673,IN,0
114,75.73406819977058,IN,0
192,61.660452496250144,IN,0
2,400.5799923105971,UK,0
742,236.71846811540038,IN,0
98,559.7720708437627,US,0
491,414.1307492326163,US,0
638,367.06692457559393,US,0
327,432.20381483126835,US,0
354,367.4476864345933,IN,0
567,264.22821844394304,IN,0
884,56.765578919235026,IN,0
734,274.6630750637618,IN,0
966,244.22300069427834,UK,0
894,673.6538985108873,US,1
523,156.03614286752673,US,0
2,370.0124181552952,UK,0
883,353.45837505500066,IN,0
318,178.798254974794,US,0
224,128.07328373140246,IN,0
756,491.66810262961815,IN,0
820,407.00544713012124,UK,0
771,385.31228947707376,IN,0
723,478.04354466852675,IN,0
180,475.83650226173194,US,0
971,141.11270236475977,US,0
59,542.4045271706218,IN,0
672,359.2552665470052,US,0
628,242.68430214844506,US,0
634,287.1137225988393,IN,0
153,387.29932337703076,UK,1
441,321.37844428628796,US,0
325,350.5604406484462,IN,1
609,246.32067118570328,UK,0
965,127.8487055334673,UK,0
188,456.6443572537148,US,0
722,13.216577530800507,IN,0
362,302.9455642726022,IN,0
485,429.7772238833635,UK,0
839,204.82814125936494,IN,0
96,473.96931362722563,UK,0
428,278.2781438650381,US,0
593,477.4747714636773,US,0
22,365.29753729936914,UK,0
224,145.32663390900996,IN,0
817,268.82293355556027,US,0
562,222.1017853244103,UK,0
212,104.22936230984504,US,0
630,307.45507311983914,UK,0
644,470.1973879378036,UK,0
913,32.075622621762214,IN,0
170,245.7032121082363,US,0
17,373.1850334310716,US,0
287,105.25864011115516,RU,1
84,521.6484713962285,IN,0
182,198.5265450544257,IN,0
438,384.5614239480761,UK,0
492,314.09870604646284,IN,0
197,4788.317131620839,IN,1
851,291.5021506008526,US,0
164,44.4160803666346,IN,0
145,270.47484050875056,UK,0
160,329.2170584078121,UK,0
43,184.58012289577005,US,0
809,554.0512791366295,US,0
353,77.81519315104607,UK,0
17,366.64057375988955,US,0
507,451.85872305504813,UK,0
456,431.78832637684667,IN,0
477,247.99876043997028,IN,0
501,91.30361271992518,IN,0
871,499.5145128263134,IN,0
129,258.62376594579723,US,0
399,202.57771251732083,IN,0
385,198.25025761836022,US,0
666,81.3375250368083,UK,0
864,158.25052287720177,UK,0
857,335.29325073773026,US,0
758,336.2841778149539,IN,0
151,515.0639657154577,UK,0
736,240.5932976894486,US,0
56,346.8443746807356,IN,0
236,298.74489852850354,US,1
25,463.46842864471444,IN,0
328,251.6950828088523,US,0
449,371.319772541817,IN,0
409,22.401741305343847,IN,0
70,208.5753902672528,US,0
925,286.2474350693434,IN,0
242,1256.1449888817801,US,1
309,417.91452803205283,US,0
572,410.42793622302264,IN,0
977,228.17249166290608,US,0
215,538.5121759534816,US,0
205,296.574969550625,US,0
967,78.0234969972107,US,0
192,29.023418764556254,IN,0
167,572.2574454151892,UK,1
862,295.26619996097565,UK,0
804,450.3959320764327,US,0
687,351.65105904440145,UK,0
825,42.21938047689967,IN,0
755,197.86851487274993,US,0
795,352.50585305065044,UK,0
194,209.42465523417766,UK,0
646,205.3427942845978,US,0
763,327.302359043639,IN,0
629,423.6446661536804,UK,0
510,74.89410555173188,IN,0
95,455.21295366272693,US,0
771,363.0120097883074,IN,0
571,334.95987415933547,UK,0
91,104.36515173613583,UK,0
349,260.91210921095535,US,0
950,68.90213021662174,UK,0
99,372.6676835132301,US,0
188,471.4872554202464,US,0
65,571.2021825635773,UK,1
711,251.91876592647557,US,0
333,338.59233059921036,US,0
950,178.0633124843714,UK,0
374,228.15448249157225,UK,0
416,221.09570162097944,IN,0
499,237.43480185848506,IN,0
354,433.82183650242797,IN,0
621,1552.790279552545,UK,1
143,403.2765085699822,US,0
633,78.0068083621338,UK,0
204,237.622255622217,IN,0
796,417.76902944669763,US,0
341,46.70400478781197,IN,0
533,259.8947756189894,IN,0
202,269.20790335489477,UK,0
122,490.3981905383393,IN,0
548,63.08671709088181,US,0
59,582.643182982956,IN,0
262,525.204533456523,UK,0
549,64.48491241418995,IN,0
390,342.36727570797063,IN,0
221,493.65422359484626,IN,0
45,423.7529659636734,UK,0
729,216.1039719583809,US,0
988,355.53824042875243,US,0
194,344.6565494460835,UK,0
109,346.18181527634675,US,0
996,353.04779034900497,UK,0
291,80.4559674186628,US,0
838,312.4167359572028,IN,0
578,145.72093432599326,UK,0
663,280.1859736646983,US,0
343,420.05565772523096,UK,0
66,243.56469464580726,US,0
994,145.88795321286102,US,0
461,241.89296084749873,US,0
538,210.2988925792289,UK,0
654,450.4988345140936,IN,0
570,412.4943153469065,IN,0
619,4053.716005484799,US,1
224,185.36840100007342,IN,0
637,226.00589101386242,US,0
609,274.39514160947056,UK,0
381,291.47886440608545,US,0
412,31.27307572984494,IN,0
205,344.35977356161123,US,0
576,178.00407139202974,UK,0
730,287.7584694013193,UK,0
96,391.2734934358484,UK,0
389,171.82676877168717,US,0
83,281.25311789488285,US,0
989,179.4185045721835,IN,0
267,235.0526165087666,US,0
279,389.8207328402724,IN,0
317,83.98257723815229,IN,0
963,258.01740238027315,IN,0
910,451.4004053876018,US,0
394,142.6834928784043,IN,0
634,411.64889907599706,IN,0
319,161.448807626963,IN,0
169,185.3684174669305,UK,0
829,395.6655028215763,UK,0
290,293.6637025056766,IN,0
758,234.45863130205882,IN,0
246,498.2888126719263,IN,0
308,227.4430757087552,UK,0
153,187.0291773715226,UK,0
699,189.01200284504324,IN,0
363,383.3149086998505,UK,0
431,89.26319023365761,US,0
342,426.21593704332923,IN,0
150,362.2464198264713,UK,0
162,454.401081252515,US,0
995,404.2770532073711,UK,0
677,396.78157134214473,IN,0
645,351.8305329925035,UK,0
166,92.51247719293951,IN,0
785,305.3889278423847,IN,0
731,302.15310303012876,US,0
717,178.13016334513011,IN,0
701,45.26931439673033,IN,0
636,124.5355655073337,UK,0
14,186.3516073019192,US,0
624,199.96803757303093,IN,0
397,85.67909605912132,IN,0
67,82.88601993355121,US,0
622,275.4438380550441,UK,0
587,85.17447747272739,US,0
670,31.575913002369674,IN,0
369,95.32831436817013,UK,0
222,154.0581300183301,US,0
743,155.20476711939494,UK,0
891,54.556091673708295,UK,0
420,471.747743441309,US,0
139,439.7657931305321,IN,0
991,287.53034589226394,UK,0
992,95.58313174071459,UK,0
618,540.4329538010039,UK,0
701,18.08003648810321,IN,0
711,241.6932520824376,US,0
745,320.20817778980967,UK,0
300,12.655670385065392,IN,0
910,356.05619315707924,US,0
162,516.5437847713233,US,0
250,275.3425436521897,US,0
20,549.069476275931,US,0
830,368.8637691294069,US,0
416,267.3588818616828,IN,0
749,464.004605005582,CN,1
43,337.1838769103007,US,0
353,206.90725026706264,UK,0
832,80.13598898303279,US,0
653,216.07956033977243,IN,0
622,406.3444010512425,UK,0
378,243.36127587015068,IN,0
891,66.82101824918557,UK,0
526,328.6569833992695,UK,0
940,156.7305539253359,UK,0
145,212.65439151132398,UK,0
887,254.62093716437977,UK,0
225,276.5325294171799,UK,0
184,251.28893978696803,IN,0
984,85.52062260075736,IN,0
617,64.87495877853934,IN,0
605,391.05035613066735,UK,0
320,281.2976445314139,US,0
86,442.40574003968004,US,0
567,282.34137362433313,IN,0
649,344.1705083251679,IN,0
175,460.5229706365328,UK,0
657,112.4323062100957,US,0
108,232.41906563817165,US,0
667,233.7527407088464,UK,0
959,329.5514071768642,UK,0
587,159.48195741023608,US,0
907,208.3615286804697,IN,0
4,168.1985572520345,US,0
838,339.0083202897335,IN,0
854,123.5825561691408,US,0
269,195.07384678324496,UK,0
148,197.84661750376281,UK,0
558,272.5239116441146,IN,0
184,318.8722813055922,IN,0
424,438.9337536654537,US,0
798,285.19896802625306,US,0
530,407.073216069929,IN,0
294,277.8937631688144,IN,0
874,344.6084501685562,US,0
108,254.49443308084523,US,0
584,169.50401985987125,UK,0
174,429.2505262157115,IN,0
895,262.9853926194262,UK,0
500,95.03558224469849,US,0
592,123.42541956635941,IN,0
111,181.31518094315393,IN,0
571,316.635251079453,UK,0
297,287.17975308322775,UK,0
698,379.1574953272813,IN,0
269,543.9622592724062,UK,1
842,95.88592408197553,UK,0
131,444.0437111470359,US,0
960,470.5954847501982,UK,0
997,44.86261218872076,UK,0
741,142.6828824194229,IN,0
343,385.6027892774349,UK,0
957,53.65651227681989,IN,0
8,389.1488785500434,US,0
810,207.86591292036604,UK,0
715,307.19978546829566,IN,0
410,209.08947218912232,US,0
520,114.45560981391927,US,0
379,470.4181229903131,IN,0
604,464.93116357315085,IN,0
28,274.79647819260435,US,0
